SMILES,with_star,no_star,num_star,ring_count,logP,TPSA,HBD,HBA
[1*]C1=CCC=C1[2*],[1*]C1=CCC=C1[2*],C1=CCC=C1,2,1,1.5025,0.0,0,0
[1*]C1=CCC([2*])=C1,[1*]C1=CCC([2*])=C1,C1=CCC=C1,2,1,1.5025,0.0,0,0
[1*]C1=CCC([2*])=C1[3*],[1*]C1=CCC([2*])=C1[3*],C1=CCC=C1,3,1,1.5025,0.0,0,0
[1*]C1=CC([2*])C=C1,[1*]C1=CC([2*])C=C1,C1=CCC=C1,2,1,1.5025,0.0,0,0
[1*]C1=CC([2*])C=C1[3*],[1*]C1=CC([2*])C=C1[3*],C1=CCC=C1,3,1,1.5025,0.0,0,0
[1*]C1=CC([2*])C([3*])=C1,[1*]C1=CC([2*])C([3*])=C1,C1=CCC=C1,3,1,1.5025,0.0,0,0
[1*]C1=CC([2*])C([3*])=C1[4*],[1*]C1=CC([2*])C([3*])=C1[4*],C1=CCC=C1,4,1,1.5025,0.0,0,0
[1*]C1=CC([2*])C=C1,[1*]C1=CC([2*])C=C1,C1=CCC=C1,2,1,1.5025,0.0,0,0
[1*]C1=CC([2*])C=C1[3*],[1*]C1=CC([2*])C=C1[3*],C1=CCC=C1,3,1,1.5025,0.0,0,0
[1*]C1=CC([2*])C([3*])=C1,[1*]C1=CC([2*])C([3*])=C1,C1=CCC=C1,3,1,1.5025,0.0,0,0
[1*]C1=CC([2*])C([3*])=C1[4*],[1*]C1=CC([2*])C([3*])=C1[4*],C1=CCC=C1,4,1,1.5025,0.0,0,0
[1*]C1=CC([2*])([3*])C=C1,[1*]C1=CC([2*])([3*])C=C1,C1=CCC=C1,3,1,1.5025,0.0,0,0
[1*]C1=CC([2*])([3*])C=C1[4*],[1*]C1=CC([2*])([3*])C=C1[4*],C1=CCC=C1,4,1,1.5025,0.0,0,0
[1*]C1=CC([2*])([3*])C([4*])=C1,[1*]C1=CC([2*])([3*])C([4*])=C1,C1=CCC=C1,4,1,1.5025,0.0,0,0
[1*]C1=CC([2*])([3*])C([4*])=C1[5*],[1*]C1=CC([2*])([3*])C([4*])=C1[5*],C1=CCC=C1,5,1,1.5025,0.0,0,0
[1*]C1=C([2*])CC=C1,[1*]C1=C([2*])CC=C1,C1=CCC=C1,2,1,1.5025,0.0,0,0
[1*]C1=C([2*])CC=C1[3*],[1*]C1=C([2*])CC=C1[3*],C1=CCC=C1,3,1,1.5025,0.0,0,0
[1*]C1=C([2*])CC([3*])=C1,[1*]C1=C([2*])CC([3*])=C1,C1=CCC=C1,3,1,1.5025,0.0,0,0
[1*]C1=C([2*])CC([3*])=C1[4*],[1*]C1=C([2*])CC([3*])=C1[4*],C1=CCC=C1,4,1,1.5025,0.0,0,0
[1*]C1=C([2*])C([3*])C=C1,[1*]C1=C([2*])C([3*])C=C1,C1=CCC=C1,3,1,1.5025,0.0,0,0
[1*]C1=C([2*])C([3*])C=C1[4*],[1*]C1=C([2*])C([3*])C=C1[4*],C1=CCC=C1,4,1,1.5025,0.0,0,0
[1*]C1=C([2*])C([3*])C([4*])=C1,[1*]C1=C([2*])C([3*])C([4*])=C1,C1=CCC=C1,4,1,1.5025,0.0,0,0
[1*]C1=C([2*])C([3*])C([4*])=C1[5*],[1*]C1=C([2*])C([3*])C([4*])=C1[5*],C1=CCC=C1,5,1,1.5025,0.0,0,0
[1*]C1=C([2*])C([3*])C=C1,[1*]C1=C([2*])C([3*])C=C1,C1=CCC=C1,3,1,1.5025,0.0,0,0
[1*]C1=C([2*])C([3*])C=C1[4*],[1*]C1=C([2*])C([3*])C=C1[4*],C1=CCC=C1,4,1,1.5025,0.0,0,0
[1*]C1=C([2*])C([3*])C([4*])=C1,[1*]C1=C([2*])C([3*])C([4*])=C1,C1=CCC=C1,4,1,1.5025,0.0,0,0
[1*]C1=C([2*])C([3*])C([4*])=C1[5*],[1*]C1=C([2*])C([3*])C([4*])=C1[5*],C1=CCC=C1,5,1,1.5025,0.0,0,0
[1*]C1=C([2*])C([3*])([4*])C=C1,[1*]C1=C([2*])C([3*])([4*])C=C1,C1=CCC=C1,4,1,1.5025,0.0,0,0
[1*]C1=C([2*])C([3*])([4*])C=C1[5*],[1*]C1=C([2*])C([3*])([4*])C=C1[5*],C1=CCC=C1,5,1,1.5025,0.0,0,0
[1*]C1=C([2*])C([3*])([4*])C([5*])=C1,[1*]C1=C([2*])C([3*])([4*])C([5*])=C1,C1=CCC=C1,5,1,1.5025,0.0,0,0
[1*]C1=C([2*])C([3*])([4*])C([5*])=C1[6*],[1*]C1=C([2*])C([3*])([4*])C([5*])=C1[6*],C1=CCC=C1,6,1,1.5025,0.0,0,0
C1=CC=CO1,C1=CC=CO1,C1=CC=CO1,0,1,1.044,9.23,0,1
C1=CC=C([1*])O1,C1=CC=C([1*])O1,C1=CC=CO1,1,1,1.044,9.23,0,1
C1=CC([1*])=CO1,C1=CC([1*])=CO1,C1=CC=CO1,1,1,1.044,9.23,0,1
C1=CC([1*])=C([2*])O1,C1=CC([1*])=C([2*])O1,C1=CC=CO1,2,1,1.044,9.23,0,1
C1=C([1*])C=CO1,C1=C([1*])C=CO1,C1=CC=CO1,1,1,1.044,9.23,0,1
C1=C([1*])C=C([2*])O1,C1=C([1*])C=C([2*])O1,C1=CC=CO1,2,1,1.044,9.23,0,1
C1=C([1*])C([2*])=CO1,C1=C([1*])C([2*])=CO1,C1=CC=CO1,2,1,1.044,9.23,0,1
C1=C([1*])C([2*])=C([3*])O1,C1=C([1*])C([2*])=C([3*])O1,C1=CC=CO1,3,1,1.044,9.23,0,1
[1*]C1=CC=CO1,[1*]C1=CC=CO1,C1=CC=CO1,1,1,1.044,9.23,0,1
[1*]C1=CC=C([2*])O1,[1*]C1=CC=C([2*])O1,C1=CC=CO1,2,1,1.044,9.23,0,1
[1*]C1=CC([2*])=CO1,[1*]C1=CC([2*])=CO1,C1=CC=CO1,2,1,1.044,9.23,0,1
[1*]C1=CC([2*])=C([3*])O1,[1*]C1=CC([2*])=C([3*])O1,C1=CC=CO1,3,1,1.044,9.23,0,1
[1*]C1=C([2*])C=CO1,[1*]C1=C([2*])C=CO1,C1=CC=CO1,2,1,1.044,9.23,0,1
[1*]C1=C([2*])C=C([3*])O1,[1*]C1=C([2*])C=C([3*])O1,C1=CC=CO1,3,1,1.044,9.23,0,1
[1*]C1=C([2*])C([3*])=CO1,[1*]C1=C([2*])C([3*])=CO1,C1=CC=CO1,3,1,1.044,9.23,0,1
[1*]C1=C([2*])C([3*])=C([4*])O1,[1*]C1=C([2*])C([3*])=C([4*])O1,C1=CC=CO1,4,1,1.044,9.23,0,1
C1=CC=CS1,C1=CC=CS1,C1=CC=CS1,0,1,1.7606,0.0,0,1
C1=CC=C([1*])S1,C1=CC=C([1*])S1,C1=CC=CS1,1,1,1.7606,0.0,0,1
C1=CC([1*])=CS1,C1=CC([1*])=CS1,C1=CC=CS1,1,1,1.7606,0.0,0,1
C1=CC([1*])=C([2*])S1,C1=CC([1*])=C([2*])S1,C1=CC=CS1,2,1,1.7606,0.0,0,1
C1=C([1*])C=CS1,C1=C([1*])C=CS1,C1=CC=CS1,1,1,1.7606,0.0,0,1
C1=C([1*])C=C([2*])S1,C1=C([1*])C=C([2*])S1,C1=CC=CS1,2,1,1.7606,0.0,0,1
C1=C([1*])C([2*])=CS1,C1=C([1*])C([2*])=CS1,C1=CC=CS1,2,1,1.7606,0.0,0,1
C1=C([1*])C([2*])=C([3*])S1,C1=C([1*])C([2*])=C([3*])S1,C1=CC=CS1,3,1,1.7606,0.0,0,1
[1*]C1=CC=CS1,[1*]C1=CC=CS1,C1=CC=CS1,1,1,1.7606,0.0,0,1
[1*]C1=CC=C([2*])S1,[1*]C1=CC=C([2*])S1,C1=CC=CS1,2,1,1.7606,0.0,0,1
[1*]C1=CC([2*])=CS1,[1*]C1=CC([2*])=CS1,C1=CC=CS1,2,1,1.7606,0.0,0,1
[1*]C1=CC([2*])=C([3*])S1,[1*]C1=CC([2*])=C([3*])S1,C1=CC=CS1,3,1,1.7606,0.0,0,1
[1*]C1=C([2*])C=CS1,[1*]C1=C([2*])C=CS1,C1=CC=CS1,2,1,1.7606,0.0,0,1
[1*]C1=C([2*])C=C([3*])S1,[1*]C1=C([2*])C=C([3*])S1,C1=CC=CS1,3,1,1.7606,0.0,0,1
[1*]C1=C([2*])C([3*])=CS1,[1*]C1=C([2*])C([3*])=CS1,C1=CC=CS1,3,1,1.7606,0.0,0,1
[1*]C1=C([2*])C([3*])=C([4*])S1,[1*]C1=C([2*])C([3*])=C([4*])S1,C1=CC=CS1,4,1,1.7606,0.0,0,1
C1=CNC=C1,C1=CNC=C1,C1=CNC=C1,0,1,0.617,12.03,1,1
C1=CNC=C1[1*],C1=CNC=C1[1*],C1=CNC=C1,1,1,0.617,12.03,1,1
C1=CNC([1*])=C1,C1=CNC([1*])=C1,C1=CNC=C1,1,1,0.617,12.03,1,1
C1=CNC([1*])=C1[2*],C1=CNC([1*])=C1[2*],C1=CNC=C1,2,1,0.617,12.03,1,1
C1=CN([1*])C=C1,C1=CN([1*])C=C1,C1=CNC=C1,1,1,0.617,12.03,1,1
C1=CN([1*])C=C1[2*],C1=CN([1*])C=C1[2*],C1=CNC=C1,2,1,0.617,12.03,1,1
C1=CN([1*])C([2*])=C1,C1=CN([1*])C([2*])=C1,C1=CNC=C1,2,1,0.617,12.03,1,1
C1=CN([1*])C([2*])=C1[3*],C1=CN([1*])C([2*])=C1[3*],C1=CNC=C1,3,1,0.617,12.03,1,1
C1=C([1*])NC=C1,C1=C([1*])NC=C1,C1=CNC=C1,1,1,0.617,12.03,1,1
C1=C([1*])NC=C1[2*],C1=C([1*])NC=C1[2*],C1=CNC=C1,2,1,0.617,12.03,1,1
C1=C([1*])NC([2*])=C1,C1=C([1*])NC([2*])=C1,C1=CNC=C1,2,1,0.617,12.03,1,1
C1=C([1*])NC([2*])=C1[3*],C1=C([1*])NC([2*])=C1[3*],C1=CNC=C1,3,1,0.617,12.03,1,1
C1=C([1*])N([2*])C=C1,C1=C([1*])N([2*])C=C1,C1=CNC=C1,2,1,0.617,12.03,1,1
C1=C([1*])N([2*])C=C1[3*],C1=C([1*])N([2*])C=C1[3*],C1=CNC=C1,3,1,0.617,12.03,1,1
C1=C([1*])N([2*])C([3*])=C1,C1=C([1*])N([2*])C([3*])=C1,C1=CNC=C1,3,1,0.617,12.03,1,1
C1=C([1*])N([2*])C([3*])=C1[4*],C1=C([1*])N([2*])C([3*])=C1[4*],C1=CNC=C1,4,1,0.617,12.03,1,1
[1*]C1=CNC=C1,[1*]C1=CNC=C1,C1=CNC=C1,1,1,0.617,12.03,1,1
[1*]C1=CNC=C1[2*],[1*]C1=CNC=C1[2*],C1=CNC=C1,2,1,0.617,12.03,1,1
[1*]C1=CNC([2*])=C1,[1*]C1=CNC([2*])=C1,C1=CNC=C1,2,1,0.617,12.03,1,1
[1*]C1=CNC([2*])=C1[3*],[1*]C1=CNC([2*])=C1[3*],C1=CNC=C1,3,1,0.617,12.03,1,1
[1*]C1=CN([2*])C=C1,[1*]C1=CN([2*])C=C1,C1=CNC=C1,2,1,0.617,12.03,1,1
[1*]C1=CN([2*])C=C1[3*],[1*]C1=CN([2*])C=C1[3*],C1=CNC=C1,3,1,0.617,12.03,1,1
[1*]C1=CN([2*])C([3*])=C1,[1*]C1=CN([2*])C([3*])=C1,C1=CNC=C1,3,1,0.617,12.03,1,1
[1*]C1=CN([2*])C([3*])=C1[4*],[1*]C1=CN([2*])C([3*])=C1[4*],C1=CNC=C1,4,1,0.617,12.03,1,1
[1*]C1=C([2*])NC=C1,[1*]C1=C([2*])NC=C1,C1=CNC=C1,2,1,0.617,12.03,1,1
[1*]C1=C([2*])NC=C1[3*],[1*]C1=C([2*])NC=C1[3*],C1=CNC=C1,3,1,0.617,12.03,1,1
[1*]C1=C([2*])NC([3*])=C1,[1*]C1=C([2*])NC([3*])=C1,C1=CNC=C1,3,1,0.617,12.03,1,1
[1*]C1=C([2*])NC([3*])=C1[4*],[1*]C1=C([2*])NC([3*])=C1[4*],C1=CNC=C1,4,1,0.617,12.03,1,1
[1*]C1=C([2*])N([3*])C=C1,[1*]C1=C([2*])N([3*])C=C1,C1=CNC=C1,3,1,0.617,12.03,1,1
[1*]C1=C([2*])N([3*])C=C1[4*],[1*]C1=C([2*])N([3*])C=C1[4*],C1=CNC=C1,4,1,0.617,12.03,1,1
[1*]C1=C([2*])N([3*])C([4*])=C1,[1*]C1=C([2*])N([3*])C([4*])=C1,C1=CNC=C1,4,1,0.617,12.03,1,1
[1*]C1=C([2*])N([3*])C([4*])=C1[5*],[1*]C1=C([2*])N([3*])C([4*])=C1[5*],C1=CNC=C1,5,1,0.617,12.03,1,1
C1=NC=CO1,C1=NC=CO1,C1=NC=CO1,0,1,0.5161,21.59,0,2
C1=NC=C([1*])O1,C1=NC=C([1*])O1,C1=NC=CO1,1,1,0.5161,21.59,0,2
C1=NC([1*])=CO1,C1=NC([1*])=CO1,C1=NC=CO1,1,1,0.5161,21.59,0,2
C1=NC([1*])=C([2*])O1,C1=NC([1*])=C([2*])O1,C1=NC=CO1,2,1,0.5161,21.59,0,2
[1*]C1=NC=CO1,[1*]C1=NC=CO1,C1=NC=CO1,1,1,0.5161,21.59,0,2
[1*]C1=NC=C([2*])O1,[1*]C1=NC=C([2*])O1,C1=NC=CO1,2,1,0.5161,21.59,0,2
[1*]C1=NC([2*])=CO1,[1*]C1=NC([2*])=CO1,C1=NC=CO1,2,1,0.5161,21.59,0,2
[1*]C1=NC([2*])=C([3*])O1,[1*]C1=NC([2*])=C([3*])O1,C1=NC=CO1,3,1,0.5161,21.59,0,2
C1=NC=CS1,C1=NC=CS1,C1=NC=CS1,0,1,1.2327,12.36,0,2
C1=NC=C([1*])S1,C1=NC=C([1*])S1,C1=NC=CS1,1,1,1.2327,12.36,0,2
C1=NC([1*])=CS1,C1=NC([1*])=CS1,C1=NC=CS1,1,1,1.2327,12.36,0,2
C1=NC([1*])=C([2*])S1,C1=NC([1*])=C([2*])S1,C1=NC=CS1,2,1,1.2327,12.36,0,2
[1*]C1=NC=CS1,[1*]C1=NC=CS1,C1=NC=CS1,1,1,1.2327,12.36,0,2
[1*]C1=NC=C([2*])S1,[1*]C1=NC=C([2*])S1,C1=NC=CS1,2,1,1.2327,12.36,0,2
[1*]C1=NC([2*])=CS1,[1*]C1=NC([2*])=CS1,C1=NC=CS1,2,1,1.2327,12.36,0,2
[1*]C1=NC([2*])=C([3*])S1,[1*]C1=NC([2*])=C([3*])S1,C1=NC=CS1,3,1,1.2327,12.36,0,2
C1=NC=CN1,C1=NC=CN1,C1=NC=CN1,0,1,0.0891,24.39,1,2
C1=NC=CN1[1*],C1=NC=CN1[1*],C1=NC=CN1,1,1,0.0891,24.39,1,2
C1=NC=C([1*])N1,C1=NC=C([1*])N1,C1=NC=CN1,1,1,0.0891,24.39,1,2
C1=NC=C([1*])N1[2*],C1=NC=C([1*])N1[2*],C1=NC=CN1,2,1,0.0891,24.39,1,2
C1=NC([1*])=CN1,C1=NC([1*])=CN1,C1=NC=CN1,1,1,0.0891,24.39,1,2
C1=NC([1*])=CN1[2*],C1=NC([1*])=CN1[2*],C1=NC=CN1,2,1,0.0891,24.39,1,2
C1=NC([1*])=C([2*])N1,C1=NC([1*])=C([2*])N1,C1=NC=CN1,2,1,0.0891,24.39,1,2
C1=NC([1*])=C([2*])N1[3*],C1=NC([1*])=C([2*])N1[3*],C1=NC=CN1,3,1,0.0891,24.39,1,2
[1*]C1=NC=CN1,[1*]C1=NC=CN1,C1=NC=CN1,1,1,0.0891,24.39,1,2
[1*]C1=NC=CN1[2*],[1*]C1=NC=CN1[2*],C1=NC=CN1,2,1,0.0891,24.39,1,2
[1*]C1=NC=C([2*])N1,[1*]C1=NC=C([2*])N1,C1=NC=CN1,2,1,0.0891,24.39,1,2
[1*]C1=NC=C([2*])N1[3*],[1*]C1=NC=C([2*])N1[3*],C1=NC=CN1,3,1,0.0891,24.39,1,2
[1*]C1=NC([2*])=CN1,[1*]C1=NC([2*])=CN1,C1=NC=CN1,2,1,0.0891,24.39,1,2
[1*]C1=NC([2*])=CN1[3*],[1*]C1=NC([2*])=CN1[3*],C1=NC=CN1,3,1,0.0891,24.39,1,2
[1*]C1=NC([2*])=C([3*])N1,[1*]C1=NC([2*])=C([3*])N1,C1=NC=CN1,3,1,0.0891,24.39,1,2
[1*]C1=NC([2*])=C([3*])N1[4*],[1*]C1=NC([2*])=C([3*])N1[4*],C1=NC=CN1,4,1,0.0891,24.39,1,2
C1=NOC=C1,C1=NOC=C1,C1=NOC=C1,0,1,0.5161,21.59,0,2
C1=NOC=C1[1*],C1=NOC=C1[1*],C1=NOC=C1,1,1,0.5161,21.59,0,2
C1=NOC([1*])=C1,C1=NOC([1*])=C1,C1=NOC=C1,1,1,0.5161,21.59,0,2
C1=NOC([1*])=C1[2*],C1=NOC([1*])=C1[2*],C1=NOC=C1,2,1,0.5161,21.59,0,2
[1*]C1=NOC=C1,[1*]C1=NOC=C1,C1=NOC=C1,1,1,0.5161,21.59,0,2
[1*]C1=NOC=C1[2*],[1*]C1=NOC=C1[2*],C1=NOC=C1,2,1,0.5161,21.59,0,2
[1*]C1=NOC([2*])=C1,[1*]C1=NOC([2*])=C1,C1=NOC=C1,2,1,0.5161,21.59,0,2
[1*]C1=NOC([2*])=C1[3*],[1*]C1=NOC([2*])=C1[3*],C1=NOC=C1,3,1,0.5161,21.59,0,2
C1=NSC=C1,C1=NSC=C1,C1=NSC=C1,0,1,1.2327,12.36,0,2
C1=NSC=C1[1*],C1=NSC=C1[1*],C1=NSC=C1,1,1,1.2327,12.36,0,2
C1=NSC([1*])=C1,C1=NSC([1*])=C1,C1=NSC=C1,1,1,1.2327,12.36,0,2
C1=NSC([1*])=C1[2*],C1=NSC([1*])=C1[2*],C1=NSC=C1,2,1,1.2327,12.36,0,2
[1*]C1=NSC=C1,[1*]C1=NSC=C1,C1=NSC=C1,1,1,1.2327,12.36,0,2
[1*]C1=NSC=C1[2*],[1*]C1=NSC=C1[2*],C1=NSC=C1,2,1,1.2327,12.36,0,2
[1*]C1=NSC([2*])=C1,[1*]C1=NSC([2*])=C1,C1=NSC=C1,2,1,1.2327,12.36,0,2
[1*]C1=NSC([2*])=C1[3*],[1*]C1=NSC([2*])=C1[3*],C1=NSC=C1,3,1,1.2327,12.36,0,2
C1=NNC=C1,C1=NNC=C1,C1=NNC=C1,0,1,0.0891,24.39,1,2
C1=NNC=C1[1*],C1=NNC=C1[1*],C1=NNC=C1,1,1,0.0891,24.39,1,2
C1=NNC([1*])=C1,C1=NNC([1*])=C1,C1=NNC=C1,1,1,0.0891,24.39,1,2
C1=NNC([1*])=C1[2*],C1=NNC([1*])=C1[2*],C1=NNC=C1,2,1,0.0891,24.39,1,2
C1=NN([1*])C=C1,C1=NN([1*])C=C1,C1=NNC=C1,1,1,0.0891,24.39,1,2
C1=NN([1*])C=C1[2*],C1=NN([1*])C=C1[2*],C1=NNC=C1,2,1,0.0891,24.39,1,2
C1=NN([1*])C([2*])=C1,C1=NN([1*])C([2*])=C1,C1=NNC=C1,2,1,0.0891,24.39,1,2
C1=NN([1*])C([2*])=C1[3*],C1=NN([1*])C([2*])=C1[3*],C1=NNC=C1,3,1,0.0891,24.39,1,2
[1*]C1=NNC=C1,[1*]C1=NNC=C1,C1=NNC=C1,1,1,0.0891,24.39,1,2
[1*]C1=NNC=C1[2*],[1*]C1=NNC=C1[2*],C1=NNC=C1,2,1,0.0891,24.39,1,2
[1*]C1=NNC([2*])=C1,[1*]C1=NNC([2*])=C1,C1=NNC=C1,2,1,0.0891,24.39,1,2
[1*]C1=NNC([2*])=C1[3*],[1*]C1=NNC([2*])=C1[3*],C1=NNC=C1,3,1,0.0891,24.39,1,2
[1*]C1=NN([2*])C=C1,[1*]C1=NN([2*])C=C1,C1=NNC=C1,2,1,0.0891,24.39,1,2
[1*]C1=NN([2*])C=C1[3*],[1*]C1=NN([2*])C=C1[3*],C1=NNC=C1,3,1,0.0891,24.39,1,2
[1*]C1=NN([2*])C([3*])=C1,[1*]C1=NN([2*])C([3*])=C1,C1=NNC=C1,3,1,0.0891,24.39,1,2
[1*]C1=NN([2*])C([3*])=C1[4*],[1*]C1=NN([2*])C([3*])=C1[4*],C1=NNC=C1,4,1,0.0891,24.39,1,2
[1*]C(F)(F)F,[1*]C(F)(F)F,C(F)(F)F,1,0,1.1785,0.0,0,0
F[1*],F[1*],F,1,0,0.1525,0.0,0,0
Cl[1*],Cl[1*],Cl,1,0,0.4218,0.0,0,0
Br[1*],Br[1*],Br,1,0,0.5779000000000001,0.0,0,0
I[1*],I[1*],I,1,0,0.6180000000000001,0.0,0,0
OB(O)[1*],OB(O)[1*],OB(O),1,0,-1.7625000000000002,40.46,2,2
[1*]C1=NN=NN1,[1*]C1=NN=NN1,C1=NN=NN1,1,1,-0.0998999999999999,49.11,1,4
OC([1*])=O,OC([1*])=O,OC=O,1,0,-0.2991999999999999,37.3,1,1
OC([1*])=S,OC([1*])=S,OC=S,1,0,0.5016,20.23,1,1
C[1*],C[1*],C,1,0,0.6361,0.0,0,0
S[1*],S[1*],S,1,0,0.1128,0.0,0,0
CS[1*],CS[1*],CS,1,0,0.546,0.0,1,1
O=C(NC)[1*],O=C(NC)[1*],O=C(NC),1,0,-0.6378000000000001,29.1,1,1
NC([1*])=O,NC([1*])=O,NC=O,1,0,-0.8985000000000001,43.09,1,1
CC[1*],CC[1*],CC,1,0,1.0262,0.0,0,0
N[1*],N[1*],N,1,0,0.1619999999999999,35.0,1,1
CN[1*],CN[1*],CN,1,0,-0.4251,26.02,1,1
CN(C)[1*],CN(C)[1*],CN(C),1,0,-0.1644000000000001,12.03,1,1
C[N+](C)(C)[1*],C[N+](C)(C)[1*],C[N+](C)(C),1,0,0.0159,5.900000000000002,0,1
O[1*],O[1*],O,1,0,-0.8247,31.5,0,0
CO[1*],CO[1*],CO,1,0,-0.3915,20.23,1,1
CC(O[1*])=O,CC(O[1*])=O,CC(O)=O,1,0,0.0908999999999999,37.3,1,1
CC(N[1*])=O,CC(N[1*])=O,CC(N)=O,1,0,-0.5084000000000002,43.09,1,1
CC([1*])=O,CC([1*])=O,CC=O,1,0,0.2052,17.07,0,1
[1*]C1=CC=CC=C1,[1*]C1=CC=CC=C1,C1=CC=CC=C1,1,1,1.6686,0.0,0,0
[1*]C2=C([2*])C=C([3*])C=C2,[1*]C2=C([2*])C=C([3*])C=C2,C2=CC=CC=C2,3,1,1.6686,0.0,0,0
[1*]C3=CC([2*])=CC=C3,[1*]C3=CC([2*])=CC=C3,C3=CC=CC=C3,2,1,1.6686,0.0,0,0
[1*]C4=CC=C([2*])C=C4,[1*]C4=CC=C([2*])C=C4,C4=CC=CC=C4,2,1,1.6686,0.0,0,0
[1*]C5=C([2*])C=CC=C5,[1*]C5=C([2*])C=CC=C5,C5=CC=CC=C5,2,1,1.6686,0.0,0,0
[1*]C6=C([2*])C([3*])=CC=C6,[1*]C6=C([2*])C([3*])=CC=C6,C6=CC=CC=C6,3,1,1.6686,0.0,0,0
[1*]C7=CC([2*])=CC([3*])=C7,[1*]C7=CC([2*])=CC([3*])=C7,C7=CC=CC=C7,3,1,1.6686,0.0,0,0
[1*]C8=CC=NC=C8,[1*]C8=CC=NC=C8,C8=CC=NC=C8,1,1,1.1407,12.36,0,1
[1*]C9=C([2*])C=C([3*])N=C9,[1*]C9=C([2*])C=C([3*])N=C9,C9=CC=CN=C9,3,1,1.1407,12.36,0,1
[1*]C%10=CC([2*])=NC=C%10,[1*]C%10=CC([2*])=NC=C%10,C%10=CC=NC=C%10,2,1,1.1407,12.36,0,1
[1*]C%11=NC=C([2*])C=C%11,[1*]C%11=NC=C([2*])C=C%11,C%11=NC=CC=C%11,2,1,1.1407,12.36,0,1
[1*]C%12=C([2*])C=NC=C%12,[1*]C%12=C([2*])C=NC=C%12,C%12=CC=NC=C%12,2,1,1.1407,12.36,0,1
[1*]C%13=C([2*])C([3*])=NC=C%13,[1*]C%13=C([2*])C([3*])=NC=C%13,C%13=CC=NC=C%13,3,1,1.1407,12.36,0,1
[1*]C%14=CC([2*])=CC([3*])=N%14,[1*]C%14=CC([2*])=CC([3*])=N%14,C%14=CC=CC=N%14,3,1,1.1407,12.36,0,1
[1*]C%15=CC=NC=N%15,[1*]C%15=CC=NC=N%15,C%15=CC=NC=N%15,1,1,0.6128,24.72,0,2
[1*]C%16=C([2*])C=C([3*])N=N%16,[1*]C%16=C([2*])C=C([3*])N=N%16,C%16=CC=CN=N%16,3,1,1.4795999999999998,24.72,0,2
[1*]C%17=CC([2*])=NC=N%17,[1*]C%17=CC([2*])=NC=N%17,C%17=CC=NC=N%17,2,1,0.6128,24.72,0,2
[1*]C%18=NC=C([2*])N=C%18,[1*]C%18=NC=C([2*])N=C%18,C%18=NC=CN=C%18,2,1,0.6128,24.72,0,2
[1*]C%19=C([2*])C=NC=N%19,[1*]C%19=C([2*])C=NC=N%19,C%19=CC=NC=N%19,2,1,0.6128,24.72,0,2
[1*]C%20=C([2*])C([3*])=NC=N%20,[1*]C%20=C([2*])C([3*])=NC=N%20,C%20=CC=NC=N%20,3,1,0.6128,24.72,0,2
[1*]C%21=NC([2*])=CC([3*])=N%21,[1*]C%21=NC([2*])=CC([3*])=N%21,C%21=NC=CC=N%21,3,1,0.6128,24.72,0,2
[1*]C%22=NC=NC=N%22,[1*]C%22=NC=NC=N%22,C%22=NC=NC=N%22,1,1,0.0848999999999999,37.08,0,3
[1*]C%23=CC=CS%23,[1*]C%23=CC=CS%23,C%23=CC=CS%23,1,1,1.7606,0.0,0,1
[1*]C%24=CC=C(C)S%24,[1*]C%24=CC=C(C)S%24,C%24=CC=C(C)S%24,1,1,2.1507000000000005,0.0,0,1
[1*]C%25=CC=CO%25,[1*]C%25=CC=CO%25,C%25=CC=CO%25,1,1,1.044,9.23,0,1
[1*]C%26=CC=C(C)O%26,[1*]C%26=CC=C(C)O%26,C%26=CC=C(C)O%26,1,1,1.4341,9.23,0,1
